,activate_last,activation,adv_it_count,adv_lr,att_len,att_magn,att_point,att_start,batches,code_ratio,find_poison,generator,inflate_factor,it_count,layers,lr,max_adv_iter,max_clean_poison,naive,optimizer,partial_attacked,periods,randomize,retrain,retrain_points,seq_len,signal_func,silent,single_sequence,threshold,total_len,train_points,window,alerts,poison_points,iterations,time
0,True,<function tanh at 0x12482a9d0>,40,0.2,40,0.5,CUSTOM_FIXED,374,10,2,False,<generators.SinGenerator object at 0x13982f9a0>,2,30,1,0.6,300,100,True,<tensorflow.python.training.gradient_descent.GradientDescentOptimizer object at 0x13982faf0>,[0],5,True,False,10,22,<ufunc 'sin'>,False,False,0.2,2500,10,1,12,101,301,7749.040687084198
